timestamp,cloud_cost,incident_count,deployment_count,active_users
2026-06-01,516.6096453894495,2,12,6391.8586052854525
2026-06-02,442.9603721907995,5,9,5772.141366351115
2026-06-03,497.07909812468495,0,11,6136.124463456237
2026-06-04,529.9561874443096,3,6,6323.8621156498975
2026-06-05,409.1909156421482,2,10,5882.283675563596
2026-06-06,520.1035377397101,0,7,5418.557218197159
2026-06-07,460.0786885959176,3,13,6203.906071550675
2026-06-08,522.0141583953643,0,7,5717.79887855583
2026-06-09,455.5956155610771,1,11,6061.721776245225
2026-06-10,403.7888167774737,0,12,4643.299322157767
2026-06-11,412.93014833903806,3,10,5945.027209670907
2026-06-12,496.9858659887618,2,8,5403.615180705949
2026-06-13,507.8420921642635,5,11,6550.934653980212
2026-06-14,449.9144842454655,0,8,6037.195251447977
2026-06-15,527.3342868620512,1,10,5846.952192540561
2026-06-16,412.603009232231,0,12,5971.550058403506
2026-06-17,492.6493708358098,1,6,5230.546377402519
2026-06-18,435.6768992025493,2,5,6542.766891217389
2026-06-19,463.9102522230607,2,10,6728.195497274295
2026-06-20,499.146339601486,0,10,5930.338785452434
2026-06-21,454.0300861939643,0,7,6530.455556577628
2026-06-22,478.0973256691672,0,14,5452.051415067025
2026-06-23,547.914091763877,3,13,5339.440473403285
2026-06-24,469.0292062494941,0,11,5759.8313729927195
2026-06-25,539.9327537514052,3,8,5958.21125992469
2026-06-26,441.93715383776384,0,7,5545.119142231663
2026-06-27,525.1870538889054,2,10,6012.368320149949
2026-06-28,571.0496244485328,0,9,5898.050708114897
2026-06-29,375.66331683177,1,5,5247.074321545144
2026-06-30,459.67512748710715,3,6,6006.995960029015
2026-07-01,528.6478450421546,1,7,6180.735314676398
2026-07-02,489.9163178034745,0,9,5836.077594323316
2026-07-03,518.9002291966862,0,16,6328.0387292714495
2026-07-04,470.4180246148262,1,10,5144.384523004611
2026-07-05,505.22112174675885,0,12,5988.433372931495
2026-07-06,493.3821190260064,1,12,5170.689550779664
2026-07-07,559.8294323010973,0,14,5200.160966973991
2026-07-08,514.4357198056642,1,7,5443.107971334123
2026-07-09,518.8691591668603,0,10,5288.915038528378
2026-07-10,481.66952617947334,0,7,5487.318963057414
2026-07-11,478.1574117044686,3,13,5655.613459184871
2026-07-12,481.1841619396089,2,9,6182.637599818641
2026-07-13,522.8090268720014,1,16,5604.852579412581
2026-07-14,482.3115441345699,1,9,4973.990987493118
2026-07-15,518.1238594429002,0,12,6338.209506237978
2026-07-16,607.6795049528481,4,11,5351.002258295361
2026-07-17,547.7400486146573,0,10,5741.558853663049
2026-07-18,488.1569852571772,1,9,5995.559062798202
2026-07-19,564.793206396263,2,12,5873.467760641721
2026-07-20,484.6030900594849,0,9,6322.12406731355
2026-07-21,403.3749803741663,1,7,6015.907607361675
2026-07-22,455.15124000968535,3,15,5347.122987929224
2026-07-23,412.2903079267594,2,14,6868.4306068860915
2026-07-24,488.5285781984833,1,17,5877.68799367186
2026-07-25,507.2995197825229,0,8,5708.222890804473
2026-07-26,590.474814859306,2,10,6265.2274577554945
2026-07-27,523.2736663562466,1,7,5909.361961305228
2026-07-28,496.2466196500918,0,8,5985.622326922338
2026-07-29,548.946273572206,0,6,7033.4719718655015
2026-07-30,397.1935774851338,0,8,5651.191000550118
2026-07-31,519.805419263453,1,11,5631.243009781426
2026-08-01,546.8422994748696,0,6,5849.784454908839
2026-08-02,434.64407591402573,0,8,6328.624908805608
2026-08-03,566.0354387858608,0,17,5040.971668032372
2026-08-04,526.0469054227317,0,14,4812.8324795018025
2026-08-05,488.6320377754675,1,12,5503.424532042463
2026-08-06,541.3098751983183,1,12,4981.392429935377
2026-08-07,623.4797732057204,3,14,5587.309977814684
2026-08-08,519.312791490922,3,10,6052.347241754632
2026-08-09,522.9048564755105,0,9,5357.094704026337
2026-08-10,487.8001306059782,1,14,5090.427589524281
2026-08-11,468.5503055322474,0,7,5839.881200885109
2026-08-12,552.8336632551958,1,10,6237.856104447504
2026-08-13,468.7870295550367,0,10,4960.469384994094
2026-08-14,515.4438811339463,0,12,6219.444045517876
2026-08-15,488.2570453572174,3,9,6219.352690346529
2026-08-16,536.3632574052895,3,12,6289.113881668163
2026-08-17,529.3717198048139,0,9,6422.683180138175
2026-08-18,564.8399601758579,0,12,6915.8217771446225
2026-08-19,487.73649144272224,2,8,5638.14053261777
2026-08-20,500.01791304328754,5,16,5872.34408907871
2026-08-21,464.84782244133726,0,13,5610.710824528251
2026-08-22,491.8456936491437,0,6,5821.290205642652
2026-08-23,533.1997297276885,2,9,6588.110203195385
2026-08-24,552.45848433021,2,8,5150.538025524378
2026-08-25,468.7751357115577,0,9,5393.892173519407
2026-08-26,558.6380463482185,1,10,6514.379219966958
2026-08-27,583.2139917056796,1,7,6337.178747278205
2026-08-28,536.3781923491138,0,12,5646.966412531105
2026-08-29,609.8205862383286,1,9,6257.104978612486
2026-08-30,477.5656840777431,1,13,6001.883641410625
2026-08-31,454.2967572898476,1,13,6582.784766777586
2026-09-01,427.867828432701,1,9,5871.274001302962
2026-09-02,591.8804048748707,1,7,6348.207003438349
2026-09-03,550.070820540611,0,10,7157.768643860851
2026-09-04,514.8476525998819,0,9,6137.184008250757
2026-09-05,531.8996658838923,4,8,5864.170255736928
2026-09-06,461.901130625479,2,7,6202.101407562479
2026-09-07,640.7375303937356,2,7,5659.609227962529
2026-09-08,525.1853389341524,0,12,7037.605251939321
2026-09-09,524.4683679881322,1,6,5935.028660137428
2026-09-10,555.5613078753187,6,9,5709.898223289164
2026-09-11,543.5977866897164,1,10,5429.892123004385
2026-09-12,531.0158747393338,1,9,6397.718463430106
2026-09-13,480.5722991756081,2,12,6284.073816153239
2026-09-14,543.9437882271702,0,7,5603.174666144806
2026-09-15,614.7459436166185,1,7,6141.449266525547
2026-09-16,588.1900695231124,1,9,5100.317351970389
2026-09-17,600.8527469698299,1,8,5948.452365725878
2026-09-18,495.90698023879736,0,12,6083.71699634013
2026-09-19,472.2618714699242,1,13,6712.375467193878
2026-09-20,515.7271149003674,0,14,5474.6729031624045
2026-09-21,525.0770549422812,1,12,5222.27773223807
2026-09-22,577.2747336738903,1,8,5415.1118082891935
2026-09-23,438.2162746870986,4,7,5195.913280706738
2026-09-24,599.5913705683668,1,4,6533.897951856172
2026-09-25,515.4878080888832,1,10,6641.260662601182
2026-09-26,502.3184979429582,0,9,6028.421046176061
2026-09-27,473.3316810998174,0,10,6480.331972156702
2026-09-28,441.4684146920339,0,4,5938.035431716729
2026-09-29,565.6441259059146,0,8,5824.872159688712
2026-09-30,528.4258434897357,1,6,5707.280916124697
2026-10-01,460.53624856575937,3,6,5719.975972075277
2026-10-02,460.55470337212785,1,15,5102.642431722027
2026-10-03,508.7937554332988,4,13,6010.042333792696
2026-10-04,609.3084150847715,0,15,5859.119738994487
2026-10-05,513.1521196746181,0,8,6253.33879825293
2026-10-06,451.2488880093896,1,9,5928.7919265457795
2026-10-07,514.3932308834943,0,10,5802.050069654412
2026-10-08,513.3185540229046,0,12,5449.177147547625
2026-10-09,392.3847487857061,3,8,5922.2220230748035
2026-10-10,524.7886860293906,2,11,6256.635762184486
2026-10-11,516.2310512673439,0,10,5317.219393346958
2026-10-12,562.8624444409452,1,9,5933.997507841741
2026-10-13,620.7742793700381,0,8,6008.153848878596
2026-10-14,584.9290745226554,0,6,5533.971723417205
2026-10-15,515.4307369400226,0,17,5600.44770488482
2026-10-16,473.8232244531771,1,13,6011.053023834411
2026-10-17,658.0918584752502,1,13,5330.4088324174745
2026-10-18,532.6591384359782,0,11,6073.452941300966
2026-10-19,530.6690297533976,0,11,5452.185638959152
2026-10-20,529.0406592247467,2,4,6432.661414417842
2026-10-21,540.4255000411363,2,8,7071.520182707867
2026-10-22,523.5775898290428,2,9,5473.59965127529
2026-10-23,502.38685850372485,4,11,6172.45372542602
2026-10-24,504.0013602082135,1,9,5543.350583910156
2026-10-25,529.9809921819299,1,7,6428.570365362543
2026-10-26,504.7217655585381,2,8,5276.835816033524
2026-10-27,496.5250634038647,1,11,6151.130141902471
2026-10-28,537.7632123448143,1,9,5475.714021356422
2026-10-29,519.9671885116733,1,7,5810.087952364396
2026-10-30,608.190047234347,5,13,5399.43935145241
2026-10-31,400.7162558080586,3,8,6327.498966586423
2026-11-01,588.1144372463289,0,8,5499.205296031235
2026-11-02,596.1177026975838,5,11,6195.049345029425
2026-11-03,430.41827987479144,0,9,5748.389943344828
2026-11-04,517.227760213678,2,6,5864.5745136890455
2026-11-05,516.0644450404025,0,6,5997.060395401025
2026-11-06,464.5352520267976,2,16,5543.641847984019
2026-11-07,496.29435080564144,3,19,6031.10948269637
2026-11-08,479.9307413343903,2,12,6692.464950215614
2026-11-09,623.3474042013595,2,14,5539.622017234535
2026-11-10,582.7921501100479,1,10,6515.946223900297
2026-11-11,599.8603336248794,3,8,6680.461711119749
2026-11-12,572.6405304998298,3,13,5524.707141974318
2026-11-13,480.3786871593031,0,17,5206.629076055547
2026-11-14,510.8796108286725,1,3,6086.508570799188
2026-11-15,561.8487006265536,1,10,5663.196101442352
2026-11-16,476.5479305430571,1,9,6872.573214519773
2026-11-17,573.5785909187703,1,18,5957.047117300671
2026-11-18,526.1867479247408,1,10,5539.915385145648
2026-11-19,519.7363258776642,3,15,5368.807075769864
2026-11-20,574.2997130878152,0,8,6488.711052933619
2026-11-21,561.2392286744392,0,14,5659.538328458593
2026-11-22,521.2521032316797,0,11,5968.416457343383
2026-11-23,597.5412501133428,1,9,6425.775172281892
2026-11-24,485.795941987632,0,9,5707.116365872719
2026-11-25,570.9202371373366,0,9,5927.652869580536
2026-11-26,570.0528681110392,2,9,5943.70482115184
2026-11-27,525.1948316694171,1,7,6295.023023933629
2026-11-28,557.2531531697191,0,10,6250.104678043229
2026-11-29,478.66517166084463,0,8,5846.047386773134
2026-11-30,587.6965498629513,2,10,5989.30052526129
2026-12-01,532.5244405029534,0,17,5772.95823086377
2026-12-02,515.9077447216475,1,10,5221.413275278275
2026-12-03,594.7687054619405,2,10,6090.391649549545
2026-12-04,507.3754080654546,0,7,6909.0588433794965
2026-12-05,472.4438761969112,2,6,5522.475134729914
2026-12-06,465.30983076139046,1,10,5579.191592386577
2026-12-07,573.7161354273644,2,12,5531.71430347854
2026-12-08,479.6685186577647,1,12,6330.745820774456
2026-12-09,631.7040438042936,1,8,6194.064400623597
2026-12-10,440.1422127333859,2,5,5891.924569429631
2026-12-11,629.3358499645706,1,13,5513.555626930861
2026-12-12,555.3382533326961,2,9,6020.125295682788
2026-12-13,540.2260728015422,1,14,5192.997578307407
2026-12-14,518.0901224771108,0,14,6048.393667516539
2026-12-15,565.5672309576584,0,7,6413.814319244242
2026-12-16,544.003038541309,2,10,5353.824299995918
2026-12-17,601.3242161858741,1,7,5214.536472010408
2026-12-18,552.1448529406466,2,12,6771.886298385152
2026-12-19,554.222907003135,0,17,5677.659274897913
2026-12-20,528.8015567418449,1,16,6552.884759734599
2026-12-21,544.409234588981,0,7,5909.283746276255
2026-12-22,562.9209526421338,0,12,5906.676912516991
2026-12-23,462.2967929871962,0,8,6208.23241284846
2026-12-24,480.6702899372383,0,11,5548.3983768394
2026-12-25,585.5171141661564,3,6,6058.018119072926
2026-12-26,557.1715297939143,5,13,5802.39658202554
2026-12-27,539.7034394923797,3,7,5334.266309847552
2026-12-28,550.0986513857799,2,11,6164.62581102575
2026-12-29,566.8303884230904,0,10,5865.602612336076
2026-12-30,522.7376675620353,3,8,5920.115843665163
2026-12-31,511.08476372988434,1,7,5394.919528292921
